Year,Team,Left Corner 3 FGM,Left Corner 3 FGA,Left Corner 3 FG%,Right Corner 3 FGM,Right Corner 3 FGA,Right Corner 3 FG%,Above the Break 3 FGM,Above the Break 3 FGA,Above the Break 3 FG%
2018,Boston Celtics,1.5,3.4,42.7,1.3,3.4,39.6,8.6,23.4,37
2018,Brooklyn Nets,1.4,4,36.3,1.4,3.7,37.5,9.9,27.8,35.5
2018,Charlotte Hornets,0.8,2.4,35.6,0.8,2.1,37.4,8.4,22.5,37.4
2018,Chicago Bulls,1.2,3.1,37.9,1.1,2.9,37.1,8.8,24.9,35.4
2018,Cleveland Cavaliers,1.8,4.4,41.2,1.7,4.2,41.2,8.4,23.4,36
2018,Dallas Mavericks,1.3,3.2,39.2,1.1,2.5,45.6,9.4,26.8,35
2018,Denver Nuggets,1.1,2.8,39.4,1.2,2.7,45.5,9.1,25.1,36.4
2018,Detroit Pistons,1.2,3.2,37.6,1.5,3.7,41,8.1,21.8,37.1
2018,Golden State Warriors,1.1,2.7,39.2,0.9,2.1,41.1,9.3,23.7,39.4
2018,Houston Rockets,1.9,4.7,40.5,2,5.3,38.8,11.3,32.1,35.3
2018,Indiana Pacers,1.1,3,37.6,1.3,2.7,48.1,6.6,18.6,35.6
2018,Los Angeles Clippers,1.2,3.5,33.4,0.9,2.7,35.2,7.4,20.5,36
2018,Los Angeles Lakers,1,2.7,38.3,1,2.4,40.4,8,23.8,33.7
2018,Memphis Grizzlies,1,2.8,34.3,0.9,2.4,36,7.4,20.7,35.7
2018,Miami Heat,1.3,3.7,36.3,1.8,4.5,40.4,7.9,22.2,35.5
2018,Milwaukee Bucks,1.2,3,39.3,1.5,3.7,41.7,6,17.8,33.8
2018,Minnesota Timberwolves,1.3,3.4,38.4,0.8,2,41.8,5.9,16.9,34.7
2018,New Orleans Pelicans,1.5,3.7,39.3,1.4,3.4,40.2,7.4,21,35.3
2018,New York Knicks,1.3,2.9,43.1,0.7,1.9,36.8,6.3,18.3,34.2
2018,Oklahoma City Thunder,1.3,3.5,37.1,1.5,4,37.3,7.9,22.6,35
2018,Orlando Magic,1.3,3.4,38.1,0.7,2.1,33.5,8.3,23.6,35
2018,Philadelphia 76ers,0.8,2.2,34.4,1.1,2.6,43.6,9.1,24.8,36.7
2018,Phoenix Suns,1.3,3.3,38.7,0.9,2.8,33,7.1,21.5,32.9
2018,Portland Trail Blazers,1,2.7,37.4,1,2.5,39.6,8.3,22.9,36.3
2018,Sacramento Kings,1.1,3,38.1,1,2.2,45.3,6.8,18.4,37.1
2018,San Antonio Spurs,1.2,3,39.7,1.2,2.8,40.8,6.1,18.1,33.9
2018,Toronto Raptors,1.8,4.8,36.6,1.5,3.6,42.8,8.5,24.3,34.9
2018,Utah Jazz,1.9,4.5,41.5,1.7,4,42,7.3,20.9,34.8
2018,Washington Wizards,0.9,2.6,35,1.1,2.7,41,7.9,20.9,37.7
2017,Atlanta Hawks,1,2.9,34.7,1.4,3.3,41.4,6.5,19.6,33.1
2017,Boston Celtics,1.4,3.6,38.8,1.6,3.9,42.1,8.9,25.6,34.9
2017,Brooklyn Nets,1.2,3.7,34,1.4,3.3,41.6,8,24.3,33.1
2017,Charlotte Hornets,0.8,2.2,36.4,0.7,1.7,38.7,8.5,24.4,35
2017,Chicago Bulls,1.6,3.5,44.8,1.1,3.1,36.1,4.9,15.6,31.5
2017,Cleveland Cavaliers,2.3,5.4,43.7,1.9,4.9,39.3,8.7,23.4,37.1
2017,Dallas Mavericks,1.1,3,37.6,1.2,3.2,36.6,8.4,23.8,35.4
2017,Denver Nuggets,1.2,3.3,35.3,1,2.4,41.5,8.5,22.9,37
2017,Detroit Pistons,1,2.5,39.3,0.8,2.3,36.6,5.9,18.2,32.2
2017,Golden State Warriors,1.4,3.1,43,1.4,3.5,39.4,9.2,24.2,38.1
2017,Houston Rockets,1.4,3.8,37.6,1.8,4.5,39.5,11.1,31.7,35.1
2017,Indiana Pacers,1.4,3.6,39,1.1,2.6,42.5,6,16.4,36.6
2017,Los Angeles Clippers,1.3,3,43.5,1.1,2.9,39.1,7.7,20.9,36.8
2017,Los Angeles Lakers,1.2,3.1,37.5,1.1,2.9,37.3,6.6,19.3,34
2017,Memphis Grizzlies,1.1,2.7,42.2,1,2.6,38.8,7.2,20.8,34.7
2017,Miami Heat,1.7,4.1,42.4,1.6,4.2,38.2,6.5,18.4,35.2
2017,Milwaukee Bucks,1.2,3.3,36.2,1.5,3.6,41.1,6,16.5,36.5
2017,Minnesota Timberwolves,1.3,3.3,38.5,1,2.4,39.2,5.1,15.1,33.7
2017,New Orleans Pelicans,1.3,3.3,39,1,2.7,36.2,7.1,20.5,34.4
2017,New York Knicks,1.3,3.1,41.7,1.2,2.7,43,6.1,18.5,33
2017,Oklahoma City Thunder,1.1,3.1,36.4,1.2,3.6,33.2,6.1,18.9,32.2
2017,Orlando Magic,0.8,2.7,28.9,0.7,2.3,31.4,7,20.8,33.9
2017,Philadelphia 76ers,1.2,2.7,43.6,0.9,2.3,37.1,8,24.6,32.8
2017,Phoenix Suns,1.1,3.3,32.8,1,3,32.4,5.5,16.1,33.9
2017,Portland Trail Blazers,1,2.8,34.5,1.2,2.9,40.6,8.2,21.8,37.8
2017,Sacramento Kings,1.2,3,39.3,1.3,2.9,43.5,6.5,17.8,36.6
2017,San Antonio Spurs,1.4,3.2,44.8,1.4,3.4,41.3,6.4,16.7,37.9
2017,Toronto Raptors,1.4,3.9,36.1,1.2,3,40.5,6.2,17.3,36
2017,Utah Jazz,1.5,3.8,38.4,1.4,3.6,38.2,6.8,18.3,37
2017,Washington Wizards,1,3.1,33.7,1.2,3.4,35.9,6.9,18.1,38.3
2016,Atlanta Hawks,1.2,3.3,35.1,1.4,3.7,37.5,7.4,21.2,34.8
2016,Boston Celtics,1.2,3.1,37.8,1,3.1,32.2,6.6,19.7,33.3
2016,Brooklyn Nets,1.1,3,37.3,1.1,2.8,40.4,4.2,12.5,34
2016,Charlotte Hornets,1.2,2.8,41.8,1,2.4,40.4,8.5,24.1,35.3
2016,Chicago Bulls,0.9,2.6,35.3,1.1,2.3,45.2,6,16.3,36.6
2016,Cleveland Cavaliers,1.5,3.8,39,1.7,4.3,39.8,7.5,21.4,35.1
2016,Dallas Mavericks,1.4,3.8,35.7,1.1,2.5,43.4,7.4,22,33.4
2016,Denver Nuggets,1.1,3,36,0.7,2.2,31.9,6.2,18.3,33.8
2016,Detroit Pistons,1.1,3.4,32.9,1.4,3.5,40.5,6.5,18.8,34.3
2016,Golden State Warriors,1.5,3.8,40.7,1.5,3.7,41.9,10,23.9,41.9
2016,Houston Rockets,1.6,4.3,38.1,1.8,5.4,33.7,7.2,20.8,34.7
2016,Indiana Pacers,1.5,3.8,38.1,1.1,2.8,41.3,5.4,16.1,33.5
2016,Los Angeles Clippers,1.4,3.4,40.4,1.3,3,43.5,6.9,19.7,34.9
2016,Los Angeles Lakers,0.9,2.7,32.4,0.7,2.2,32,6.2,19.3,31.9
2016,Memphis Grizzlies,0.9,2.7,34.4,0.7,2.5,29.7,4.4,13.1,33.9
2016,Miami Heat,1.1,3.4,31.9,1.4,3.5,39.4,3.6,10.9,32.7
2016,Milwaukee Bucks,0.8,2.4,35.2,0.8,2.2,35.3,3.7,10.6,34.8
2016,Minnesota Timberwolves,0.8,2.1,38.3,0.5,1.4,38.2,4.2,12.8,32.8
2016,New Orleans Pelicans,1,2.9,33.8,0.9,2.8,32.3,6.7,18,37.1
2016,New York Knicks,1.2,2.9,43.2,0.9,2.3,37.8,5.3,16.2,33
2016,Oklahoma City Thunder,1.3,3.6,36.2,1.2,3.5,35.1,5.7,16.5,34.7
2016,Orlando Magic,1.1,3,35.4,1,2.5,38.3,5.7,16.4,35
2016,Philadelphia 76ers,1.3,3.3,38,1.2,3.3,36.1,6.8,20.6,33.1
2016,Phoenix Suns,1,3,34.1,1.2,3,38.5,6.8,19.6,34.7
2016,Portland Trail Blazers,1.6,3.9,41.8,1.1,3.2,36.2,7.8,21.3,36.6
2016,Sacramento Kings,1.1,2.3,47.1,1.2,3,38.1,5.8,16.9,34.4
2016,San Antonio Spurs,0.9,2.6,36,1.1,2.8,39.7,4.9,12.9,37.8
2016,Toronto Raptors,1.6,4.1,39.1,1.3,2.9,43.3,5.8,16.1,35.8
2016,Utah Jazz,1.6,3.8,41.6,1.5,4,37.9,5.4,15.9,34
2016,Washington Wizards,1,3.1,33.2,1.4,3.2,43.1,6.2,17.7,35.3
2015,Atlanta Hawks,1.4,3.4,41.8,1.7,4,42.3,6.9,18.9,36.5
2015,Boston Celtics,1.1,2.8,39.7,0.9,2.5,34.3,6.1,19.2,31.8
2015,Brooklyn Nets,1.3,3.1,40.5,0.9,2.6,35.6,4.4,13.9,31.7
2015,Charlotte Hornets,0.7,1.6,41.5,0.7,1.9,36.7,4.7,15.5,30.6
2015,Chicago Bulls,1,2.8,37.1,1,2.3,42.6,5.9,17.1,34.5
2015,Cleveland Cavaliers,1.5,4.2,36.3,1.5,3.9,37.2,7.1,19.3,36.6
2015,Dallas Mavericks,1.3,3.2,40.3,1.1,2.8,38.3,6.6,19.3,34
2015,Denver Nuggets,1,3.2,32.3,1,2.9,35.6,6,18.5,32.5
2015,Detroit Pistons,1.2,3,40.2,1.3,3.3,38.3,6.1,18.4,33.2
2015,Golden State Warriors,1.3,3.1,40.8,1.6,3.2,49.6,8,20.6,38.7
2015,Houston Rockets,1.9,5,37.7,2.4,5.9,40.4,7.1,21.5,32.9
2015,Indiana Pacers,1.2,3.1,38.7,1,2.7,37.9,5.3,15.3,34.5
2015,Los Angeles Clippers,1.4,3.9,37.5,1.5,3.5,42,7.2,19.4,37
2015,Los Angeles Lakers,0.7,1.7,39.9,0.7,1.8,39.2,5.1,15.2,33.4
2015,Memphis Grizzlies,0.8,2.1,38.5,0.8,2,37.3,3.6,10.9,33
2015,Miami Heat,1,3.2,32.7,1.4,3.4,41.7,4.3,13.4,32.1
2015,Milwaukee Bucks,1.2,3.3,37.2,1.2,2.7,43.3,4.2,12.2,34.7
2015,Minnesota Timberwolves,0.8,2.1,36,0.5,1.3,37.1,3.7,11.4,32.6
2015,New Orleans Pelicans,1,2.3,45,0.9,2.5,37.6,5.2,14.3,36.1
2015,New York Knicks,0.7,2.1,33.5,0.7,1.7,37.9,5.5,15.7,34.9
2015,Oklahoma City Thunder,1.1,3,38.3,1,2.8,37.3,5.5,16.9,32.9
2015,Orlando Magic,0.9,2.7,33.9,1.1,2.6,40.3,4.8,14.1,34.1
2015,Philadelphia 76ers,1,2.8,34.1,0.7,2.2,34.3,6.7,21.1,31.9
2015,Phoenix Suns,1.2,3.6,34.5,1.5,4,37.5,5.8,17.2,33.6
2015,Portland Trail Blazers,1.6,3.9,40,1.2,3.1,37.5,7.1,20.1,35.4
2015,Sacramento Kings,0.9,2.2,38.5,1,2.8,35.8,3.8,11.3,33.3
2015,San Antonio Spurs,1.4,3.3,40.9,1.5,3.3,43.4,5.5,15.8,34.7
2015,Toronto Raptors,1.6,4,40.6,1.1,2.9,39.8,6.1,18.1,33.6
2015,Utah Jazz,1.2,2.9,39.7,1.1,3.2,35.6,5.1,15.4,33.4
2015,Washington Wizards,0.8,2.5,32.7,0.9,2.2,41.3,4.3,11.9,36.1
2014,Atlanta Hawks,1.4,3.6,37.9,1.4,3.5,40.8,6.6,18.5,35.4
2014,Boston Celtics,1,2.7,36.4,1.1,2.6,41.2,5,15.6,31.8
2014,Brooklyn Nets,1.2,2.9,42.4,1.1,3,36.9,6.3,17.3,36.5
2014,Charlotte Hornets,0.7,1.9,34.8,0.8,2,40.3,4.9,13.9,35
2014,Chicago Bulls,0.9,2.1,43.4,0.7,2,32.3,4.6,13.5,34.2
2014,Cleveland Cavaliers,1.1,2.8,40.7,0.8,2.5,33.5,5.2,14.5,35.6
2014,Dallas Mavericks,1.1,2.7,41.5,0.9,2,42.6,6.8,18,37.8
2014,Denver Nuggets,1.3,2.9,44.4,1.2,3,39.2,6.1,17.7,34.3
2014,Detroit Pistons,1,2.7,36.9,1,2.2,44.2,4.2,14,29.9
2014,Golden State Warriors,1.5,3.5,41.6,1.1,2.7,40.3,6.9,18.5,37.5
2014,Houston Rockets,1.2,3.1,39,1.3,3.3,38.4,7,20.1,34.8
2014,Indiana Pacers,0.9,2.3,41.1,1.1,2.6,41,4.7,13.8,34.3
2014,Los Angeles Clippers,1.4,3.7,37.4,1.6,3.6,43.5,5.5,16.5,33.2
2014,Los Angeles Lakers,1.3,3.2,40.2,1.2,3,41.2,6.9,18.4,37.5
2014,Memphis Grizzlies,0.7,2,34.1,0.8,2,39.8,3.5,9.8,35.3
2014,Miami Heat,1.5,3.7,40.4,2.1,4.8,44.6,4.5,13.8,32.4
2014,Milwaukee Bucks,0.8,1.9,39.2,0.6,1.8,33.8,5.3,15.2,35.1
2014,Minnesota Timberwolves,1,3.1,33.5,0.6,1.8,32.7,5.7,16.3,34.7
2014,New Orleans Pelicans,0.7,1.9,38.3,0.7,1.9,38,4.5,11.8,37.8
2014,New York Knicks,1.1,3,37.8,0.9,2.2,42.3,7.2,19.4,37
2014,Oklahoma City Thunder,1.1,3.1,34.5,0.9,2.4,35.9,6.2,16.8,36.9
2014,Orlando Magic,1.3,3.6,35.9,0.7,2,35.6,4.9,13.7,35.5
2014,Philadelphia 76ers,0.9,2.7,31.8,0.6,1.8,34.7,5.5,17.9,30.9
2014,Phoenix Suns,1.5,3.3,44.9,1.3,3.6,36.2,6.5,17.9,36.4
2014,Portland Trail Blazers,1.6,3.7,43.8,0.9,2.9,31.5,6.9,18.5,36.9
2014,Sacramento Kings,0.8,2.1,37.9,0.6,1.7,36,4.6,14.1,32.4
2014,San Antonio Spurs,1.5,3.6,42.3,1.2,3,39.3,5.8,14.8,39.6
2014,Toronto Raptors,1.5,3.7,40.7,1,2.7,38.1,6.1,16.8,36.5
2014,Utah Jazz,0.9,2.5,34.6,1,2.3,42.6,4.8,14.1,33.8
2014,Washington Wizards,1.4,3.3,40.9,1.3,3.3,39.8,5.3,14.1,37.3
2013,Atlanta Hawks,1.4,3.3,42.6,1.3,3.1,41.4,5.9,16.7,35.6
2013,Boston Celtics,1.1,3,37,1.3,3,43.9,3.8,10.9,34.3
2013,Brooklyn Nets,1.7,4.3,40.1,1.3,3.4,39.3,4.6,13.6,33.9
2013,Charlotte Hornets,0.7,1.7,39.9,0.7,1.8,39.7,4.3,13.3,32.3
2013,Chicago Bulls,0.8,2,38,0.5,1.6,33.1,4.2,11.7,35.5
2013,Cleveland Cavaliers,0.8,2.3,33.7,0.7,2,35,5.2,14.9,34.9
2013,Dallas Mavericks,0.9,2.7,32.6,0.8,2,42,5.7,14.9,38
2013,Denver Nuggets,1.3,3.5,38.5,1,3.1,31.2,4.1,11.7,34.7
2013,Detroit Pistons,1,2.7,38,0.8,2.3,34.2,4.5,12.5,36
2013,Golden State Warriors,1,2.4,43,1.2,2.4,48.7,5.9,15,39.2
2013,Houston Rockets,1.7,4.2,39.8,1.7,4.3,39,7.2,20.3,35.6
2013,Indiana Pacers,0.8,2.5,34,1,2.7,38.9,5,14.3,34.8
2013,Los Angeles Clippers,1.4,3.7,36.3,1.5,3.6,40.7,4.8,13.9,34.7
2013,Los Angeles Lakers,1.3,3.5,36,1.2,3.1,37.2,6.2,17.6,35.4
2013,Memphis Grizzlies,0.7,2,37.4,0.9,2.1,41.8,3.1,9.4,32.9
2013,Miami Heat,1.8,4.2,43.1,2,4.6,43.1,5,13.2,37.6
2013,Milwaukee Bucks,0.8,2.5,33.8,1.1,2.6,41.5,5.4,15.2,35.7
2013,Minnesota Timberwolves,0.9,2.5,36.6,0.6,1.8,34,4,13.7,29.2
2013,New Orleans Pelicans,0.6,1.5,36.5,0.7,1.7,40,5.3,14.5,36.3
2013,New York Knicks,1.5,4,37.2,1.2,3,38.7,8.2,21.5,38
2013,Oklahoma City Thunder,1.3,3.2,39.8,0.9,1.9,49.7,5.1,14.2,35.9
2013,Orlando Magic,1,2.5,38.8,0.6,1.9,33.3,4.6,14.3,32
2013,Philadelphia 76ers,1.1,3.1,35.4,1,2.4,41.4,4.2,11.9,35.6
2013,Phoenix Suns,0.8,2.2,37,1,2.8,36.6,4,12.6,31.9
2013,Portland Trail Blazers,1.4,3.1,43,0.9,2.6,35,6,17.4,34.3
2013,Sacramento Kings,1,2.6,37.9,1.2,3,39.1,5.3,14.7,35.8
2013,San Antonio Spurs,1.6,3.8,42,1.6,3.9,40.4,4.9,13.6,36
2013,Toronto Raptors,0.8,2.1,40.2,0.7,2.3,31,5.4,15.8,34.2
2013,Utah Jazz,0.8,2,39.9,0.7,1.9,35.5,4.7,12.9,36.8
2013,Washington Wizards,1.4,3.2,44.4,1.5,3.1,47,3.8,11.9,32
2012,Atlanta Hawks,1.5,3.7,40.7,1.3,3.3,38.5,4.7,13,35.8
2012,Boston Celtics,1.2,2.9,42.4,0.9,2.1,44.9,3.4,10,33.7
2012,Charlotte Hornets,0.4,1.2,36.5,0.3,1.1,31,3.2,11.1,29.1
2012,Chicago Bulls,0.9,2.1,41.6,0.9,2.6,33.5,4.7,12.2,38.3
2012,Cleveland Cavaliers,0.8,2.2,35.8,1,2.5,37.6,4.9,14.5,34.1
2012,Dallas Mavericks,0.9,2.5,35,1,2.7,35.6,5.7,16.9,33.8
2012,Denver Nuggets,1.2,3.6,33.8,1.1,2.7,39,4.3,13.2,32.6
2012,Detroit Pistons,0.9,2.1,41.4,0.5,1.5,31,3.5,10.1,34.5
2012,Golden State Warriors,1.2,2.8,44.3,1.4,3,47.2,5.3,14.6,36.5
2012,Houston Rockets,1.4,3.2,44.4,1.2,2.7,43.1,4.7,14.1,33
2012,Indiana Pacers,0.8,2.2,36.2,0.9,2.5,34.9,4.3,11.3,37.9
2012,Los Angeles Clippers,1.3,3.3,39.6,1,3.3,31.9,5.4,15.2,35.9
2012,Los Angeles Lakers,0.8,2.3,35.3,0.9,2.6,33.7,3.8,11.8,31.9
2012,Memphis Grizzlies,0.5,1.4,35.6,0.6,1.7,37.3,3.1,9.5,32.3
2012,Miami Heat,1,2.6,37.4,1,2.8,35,3.7,10.2,35.9
2012,Milwaukee Bucks,0.7,2.1,31.2,1.1,2.9,38.7,4.8,14,34
2012,Minnesota Timberwolves,1.2,3.3,35.2,0.9,2.3,37.7,5.1,15.8,32.5
2012,Brooklyn Nets,1.2,3.5,32.6,1,2.8,34.9,5.5,16,34.6
2012,New Orleans Pelicans,0.6,1.6,35.9,0.6,1.7,37.8,2.7,8.5,32.2
2012,New York Knicks,1,3.1,33.2,1,2.8,36.6,5.8,17.3,33.6
2012,Oklahoma City Thunder,0.7,1.8,38.8,0.9,2,42.5,5.6,16,34.9
2012,Orlando Magic,1.3,3.4,38.8,1.2,2.8,44.2,7.7,20.9,36.7
2012,Philadelphia 76ers,0.5,1.6,30.8,0.5,1.5,35.1,4.3,11.4,37.4
2012,Phoenix Suns,0.8,2.4,34.4,0.9,2.5,36,5,14.6,34.4
2012,Portland Trail Blazers,1.4,3.6,39.3,1.2,3,39.6,4.7,14.2,32.9
2012,Sacramento Kings,0.9,2.6,33.7,1,3,34.9,4.3,14.1,30.8
2012,San Antonio Spurs,1.5,3.5,41,1.4,3.4,42.9,5.5,14.3,38.3
2012,Toronto Raptors,0.7,1.9,38.4,0.7,2.2,30.7,4.2,12.1,34.3
2012,Utah Jazz,0.5,1.3,34.8,0.4,1.3,30.4,3.3,10.1,32.8
2012,Washington Wizards,1.1,2.5,42.2,0.9,2.5,37.6,3.2,11.2,28.5
2011,Atlanta Hawks,1.4,3.6,38.5,1,2.7,37.4,3.7,11,34
2011,Boston Celtics,1,2,47.8,0.8,1.7,44.9,3.3,9.9,33.1
2011,Charlotte Hornets,0.4,1.4,30.4,0.6,1.4,45,3.8,11.7,32.2
2011,Chicago Bulls,1,2.6,37.5,0.9,2.3,37.2,4.4,12.2,36.2
2011,Cleveland Cavaliers,0.8,2.2,38.8,0.8,2.3,36.6,4.6,13.7,33.4
2011,Dallas Mavericks,1.4,3.8,36.7,1.2,2.8,42.9,5.3,14.8,35.7
2011,Denver Nuggets,1.4,3.7,37,1.1,2.4,45.5,5.6,14.4,38.7
